Sentence,Opinion
"Rooms are clean,new, quiet, and relaxing.",1
"However, in the Spring Offensive of 1918, Ludendorff used artillery only briefly and infiltrated small groups of infantry at weak points.",0
Gas was soon used by all major belligerents throughout the war.,0
"When you start it up for the first time, leave it plugged in ONLY as long as it takes for the battery to charge to full.",1
"Their officers lacked the means to punish an entire division, and harsh measures were not immediately implemented.",0
"Thor remained pictured as a red-bearded figure, as evident by the Danish rhyme that yet referred to him as Thor med sit lange skæg (""Thor with the long beard"") and the North-Frisian curse diis ruadhiiret donner regiir!",0
"A specific segment of Dutch literature called Dutch Indies literature still exists and includes established authors, such as Louis Couperus, the writer of ""The Hidden Force"", taking the colonial era as an important source of inspiration.",0
"Also, the bathrooms were quite well set up, with a seperate toilet shower to basin, so whilst one guest is showering another can use the basin.",1
My charger battery has never had any problems.,1
"The location is perfect for the first, time visitor and Fisherman's Wharf has a lot of nice things to do and places to eat.",1
Aufmarsch I West was one of four deployment plans available to the German General Staff in 1914.,0
No rattles or transmission problems.,1
the sound is good considering and the picture is.,1
"Also, there was a tendency for oscillation whenever there was a speed change.",0
The location was also right next to Fisherman's Wharf and a 3 minute walk to the cable car.,1
"About 9.1 million people live in Tokyo, the capital of Japan.",0
"However, if you are looking for a comprehensive hotel experience, I'm sure there are plenty of better hotels available for the same price in the city.",1
"With the launch of HMS Dreadnought in 1906, the British Empire expanded on its significant advantage over its German rival.",0
Barack Hussein Obama II,0
"Once elected, Obama gained bipartisan support for legislation that reformed ethics and health care laws.",0
"Sobibór and Bełżec began exhuming and burning bodies in late 1942, to hide the evidence, as did Treblinka in March 1943.",0
"will achieve efficiency in the mid 40% range, with the most efficient units approaching 50% thermal efficiency.",0
"The video design allow you to take different types of vidoe like x, ray, monochrome, and twist making it enjoyable to play.",1
"The editors of these newspapers, as well as any authors seen to be calling for insurrection, were to be prosecuted on criminal charges.",0
"Otherwise, really great location with the refrige being key.",1
"Rikishi in jonidan and below are allowed to wear only a thin cotton robe called a yukata, even in winter.",0
"Easy to use, good value for money, great sound quality .",1
Song Wars.,0
The hotel restaurant was a bit over priced but good service and good quality.,1
My only complaint would be that I would like to have a family pack available in the Windows Professional flavor or at least the option to purchase some of the professional features separately.,1
The first aspect of the Fermi paradox is a function of the scale or the large numbers involved: there are an estimated 200–400 billion stars in the Milky Way (2–4 × 1011) and 70 sextillion (7×1022) in the observable universe.,0
"After founding Slater's Mill, he went on to own 13 textile mills.",0
"They also have a great room service menu and was surprised at the big portions and quality of the food, great to get a bit in your room after a night on the town.",1
The late afternoon free wine reception was a really nice touch,1
"Obama was sworn in as a senator on January 3, 2005, becoming the only Senate member of the Congressional Black Caucus.",0
"The 1024x600 screen can be set, if you wish, so that it is a 1024x600 viewport to a larger 1024x768 desktop, reachable by moving the mouse to the screen edge.",1
I don't particularly use it with headphones although the sound is.,1
"/ɛkəˈnɒmɪks/; US English: /ɛkəˈnɑːmɪks/, /ikəˈnɑːmɪks/) is the social science that studies the production, distribution, and consumption of goods and services.",0
The first of these trials was the 1945–1946 trial of the major war criminals before the International Military Tribunal (IMT).,0
The bed was comfortable and the rooms and bathrooms were kept clean and although the refrigerators are honour bars the hotel is happy for you to chill your own drinks in them.,1
DESTINATION,1
"Labour economics examines the interaction of workers and employers through such markets to explain patterns and changes of wages and other labour income, labour mobility, and (un)employment, productivity through human capital, and related public-policy issues.",0
The screen is amazing & the one thing that kept me from reading on into the night constantly eyestrain is NO LONGER a CONCERN!,1
These continue to be problematic in the 21st-century struggles for national identity.,0
"The strikes were regarded by nationalists as having been instigated by traitors, with the Jews taking most of the blame.",0
"out of 5 stars Good ergonomics, exceptional battery, performance meets expectations.",1
"Like other Germanic deities, veneration of Thor is revived in the modern period in Heathenry.",0
deals with the resolution of lawsuits (disputes) between individuals or organizations.,0
"Great ride, engine, interior, gas mileage.",1
Front seats are too narrow and not deep enough.,1
My only gripe about the room was that the hot water was not very hot.,1
"It is in a great location, the staff is always alert and courteous, the rooms are clean, the morning coffee and biscotti are a nice touch, the happy hour is a PLUS, and the price is right !",1
It worked so well that people from the wedding were following me for directions.,1
Room service is limited after 10,1
"He then announced a six-month moratorium on new deepwater drilling permits and leases, pending regulatory review.",0
My laptop starts and shuts down so much faster than with Vista.,1
Normally parking is $36 a night so getting that thrown in was a fantastic steal.,1
Friese Nagelkaas (Friesian Clove) is a notable example.,0
"Also, avoid rooms on the ground floor facing Mason Street – not only will the street noise be terrible but there is a permanent smell of stale urine along that sidewalk.",1
"It is generally considered a gendai budō (a modern Japanese martial art), but this definition is misleading, as the sport has a history spanning many centuries.",0
Soviet civilian populations in the occupied areas were also heavily persecuted outside of events taking place in the frontline warfare of the Eastern Front.,0
"In the 1970s, the party system became more volatile: the Christian Democratic parties lost seats, while new parties became successful, such as the radical democrat and progressive liberal Democrats 66 (D66) or the ecologist party GroenLinks (GL).",0
Choices must be made between desirable yet mutually exclusive actions.,0
It was not until the middle of September that the integrated force was ready for large-scale operations.,0
The security environment around Japan has become increasingly severe as represented by nuclear and missile development by North Korea.,0
"The screen is easily readable in the sun, and I love how it automatically dims to 20% at night.",1
Sumptuary laws regulated the food that one consumed and the clothes that one wore according to status and social class.,0
"This was followed from around 14,000 BC (the start of the Jōmon period) by a Mesolithic to Neolithic semi-sedentary hunter-gatherer culture characterized by pit dwelling and rudimentary agriculture, including by ancestors of contemporary Ainu people and Yamato people.",0
"This is relatively brief on a geological scale, let alone a cosmological one.",0
"In 1984, Brilliance Audio invented a technique for recording twice as much on the same cassette.",0
"Bolsheviks, Mensheviks and Socialist Revolutionaries confronted the army and convinced them to stand down.",0
5 hour battery life is really helpful.,1
"We stayed at the beginning and end of our trip, and both times our double room was clean, comfortable, and a good size.",1
"In September and October 1917, there were mass strike actions by the Moscow and Petrograd workers, miners in Donbas, metalworkers in the Urals, oil workers in Baku, textile workers in the Central Industrial Region, and railroad workers on 44 railway lines.",0
"Aside from that, the location is great and the furnishings were modern and very comfortable.",1
Good screen quality  Bought as a bday gift,1
We were very pleased with our room which also had aircon as it was very hot in London at that time.,1
"These meta sellers may have millions of products listed, have large transaction numbers and are grouped alongside other less prolific members giving them credibility as just someone who has been in business for a long time.",0
"As I get sleepier, I like to enlarge the font, which is a nice feature.",1
A winning wrestler in the top division may receive additional prize money in envelopes from the referee if the matchup has been sponsored.,0
Front desk staff need customer service 101.,1
"Based on the close stylistic similarities between both groups of scarabs as well as their otherwise unmatched numbers, The consensus among Egyptologists is that Maaibre was the prenomen of Sheshi.",0
"Jews also joined Polish forces, including the Home Army.",0
Few puddlers lived to be 40.,0
"The location is great, only a few blocks from the Wharf.",1
"Yugoslavia and Greece were invaded in April 1941, and both countries surrendered before the end of the month.",0
"At the level of an economy, theory and evidence are consistent with a positive relationship running from the total money supply to the nominal value of total output and to the general price level.",0
There has been a growing concern about farming as the current farmers are aging with a difficult time finding successors.,0
Heavy rearward weight bias so much that it wants to fall backwards  with the screen pushed back all the way.,1
The staff at this hotel make you feel so welcome and its service with a smile.,1
"I have had no transmission issues or rattling, the comfort and ride of this vehicle felt to me much more high end then what I had paid.",1
This is our 2nd time at the Kensington Forum and love the location.,1
"BrabantStad is the fastest growing economic region in the Netherlands, with the Brabantse Stedenrij (polycentric city region) as one of the national top regions, behind the Randstad megalopolis (Amsterdam, Rotterdam, The Hague and Utrecht).",0
"OK, the rooms are a bit on the small side, and it's a tad noisy generally of an evening, but what do you expect from a large hotel slap bang in the middle of one of the main arterial routes into London\?",1
"Locke argued that our ""lives, liberties and estates"" are our property because we own our bodies and mix our labour with our surroundings.",0
"Another screen at the touch of the button will show you the turn by turn directions coming up so that you can plan even better, especially in areas that you have just enough familiarity to be considered dangerous.",1
There are 2 bios updates and the latest is for a brighter screen setting.,1
Japan's population grew from 35 million in 1873 to 70 million in 1935.,0
"The law shapes politics, economics, history and society in various ways and serves as a mediator of relations between people.",0
"Thor is again the main character in the poem Hymiskviða, where, after the gods have been hunting and have eaten their prey, they have an urge to drink.",0
Poetry and literature profited from the rising popularity and development of the ci poetry form.,0
Good Value Nice Hotel Fantastic Location.,1
"In 2015, Amsterdam and Rotterdam were, respectively, at the 4th and the 5th position on the Arcadis Sustainable Cities Index.",0
"Great sound, easy to load & use once I read the instructions.",1
Sound and picture quality is great!,1
It has been suggested that the detection of an extraterrestrial radio signal or technology could well be the most highly secret information that exists.,0
He performed optical experiments with camera obscura just decades after Ibn al-Haytham was the first to do so.,0
The Asus Eee PC is sleek and that big battery doesn't stick out on the back edge like the other netbook high capacity batteries do.,1
"Each period, as if they were in a giant feedback system, economic players influence the pricing processes and the economy, and are in turn influenced by them until a steady state (equilibrium) of all variables involved is reached or until an external shock throws the system toward a new equilibrium point.",0
"Service was all good, albeit a bit stoic.",1
"Soon after, the US–German Peace Treaty of 1921 was signed in Berlin on 25 August 1921, the US–Austrian Peace Treaty of 1921 was signed in Vienna on 24 August 1921, and the US–Hungarian Peace Treaty of 1921 was signed in Budapest on 29 August 1921.",0
"In 1932 the payment of reparations was suspended by the international community, by which point Germany had only paid the equivalent of 20.598 billion gold marks in reparations.",0
"Manned observation balloons, floating high above the trenches, were used as stationary reconnaissance platforms, reporting enemy movements and directing artillery.",0
"The ride is very comfortable, although I'm 6'6  ",1
The first Brazilian sumo tournament was held in 1914.,0
"Steam turbines virtually replaced reciprocating engines in electricity generating stations early in the 20th century, where their efficiency, higher speed appropriate to generator service, and smooth rotation were advantages.",0
"Fun to drive, economic, very comfortable, and excellent on the highway.",1
"In the Prose Edda, Thor is mentioned in all four books; Prologue, Gylfaginning, Skáldskaparmál, and Háttatal.",0
"The small size makes it very easy to carry compared to a standard laptop, the long battery life is really great, and the speed and performance using various wi, fi connections was better than I expected it to be.",1
"In response, Shichihei Yamamoto and Akira Suzuki wrote two controversial yet influential articles  which sparked the negationist movement.",0
"Heavy goods transport on these roads was by means of slow, broad wheeled, carts hauled by teams of horses.",0
"The term ""economics"" was popularized by such neoclassical economists as Alfred Marshall as a concise synonym for ""economic science"" and a substitute for the earlier ""political economy"".",0
"This conspiracy theory of betrayal became common, and the German populace came to see themselves as victims.",0
"The bathroom was also small, and the water pressure in the shower was not great.",1
"None of my old Nano asseccories work with this one  Fun new Ipod, the video feature is fun but difficult to learn how to use.",1
The higher price makes it profitable to increase production.,0
The staff were very helpful with suggesting places to eat and with directions of how to get to places eg.,1
"On February 10, 2007, Obama announced his candidacy for President of the United States in front of the Old State Capitol building in Springfield, Illinois.",0
"1 Wanted a wide screen model, its difficult to see the 4. 4 It has built in picture viewer and a card slot, so insert your memory card, browse to picture browser and you don't need a PC, has enough big screen to enjoy.",1
My final decision was to keep the 255w and return the 750 because I really liked the graphic turn indicator and the posted speed limit and current speed indicators.,1
Battery life seems to be good.,1
My husband found this hotel on Trip Advisor and it ranked very high and we weren't disappointed at all as it is in a great location and a very nice hotel.,1
"Bouts consist solely of a single round and often last only a few seconds, as usually one wrestler is quickly ousted from the circle or thrown to the ground.",0
The new design is very aggressive on Toyota's part and the interior design is very contemporary.,1
"Until about 1800 the most common pattern of steam engine was the beam engine, built as an integral part of a stone or brick engine-house, but soon various patterns of self-contained rotative engines (readily removable, but not on wheels) were developed, such as the table engine.",0
"The event coincided with the arrival of a flotilla of pro-Bolshevik marines, primarily five destroyers and their crews, in St. Petersburg harbor.",0
umph  ,1
The room was a good size but the bathroomm was very small.,1
Bedrooms were fine for what was needed   and when a feather pillow was requested I was greeted with a friendly confirmation it was on its way.,1
Watched one last night in bed while mrs was sleeping and screen is big enough.,1
"Yet, for both Redford and Bietak ""without doubt, there were, under the umbrella of the fifteenth dynasty rulers, a series of vassals in southern and coastal Palestine, in Middle Egypt, and in Thebes. ...",0
"Gloucester Road tube station is at the westernmost side of zone 1, making it a perfect location between the airport and central London.",1
I planned a weekend getaway and thought because of the location and Hotel chain we would receive good service.,1
"Sound quality, video quality, easy to use, space, customizable .",1
It is quick in picking up satellite signals and very responsive with the user interface.,1
"A mixture of SS and Security Police, assisted by Ukrainian police, carried out the killings.",0
"Therefore, Schmitt advocated a jurisprudence of the exception (state of emergency), which denied that legal norms could encompass all of political experience.",0
"Obama traveled to Kensington Palace in England and met with Prince Harry on May 27, 2017; Obama tweeted afterward that the two discussed their foundations and offering condolences in the wake of the Manchester Arena bombing that occurred five days prior.",0
Similar empirical testing occurs in neuroeconomics.,0
Hard to get videos onto computer  ,1
I found a great mid week deal that included a discount on parking.,1
"This is definitely a modern hotel, no English charm here, but the location and the price can't be beat.",1
""" Recognizing the Nanking Massacre as such can be viewed in some circles in Japan as ""Japan bashing"" (in the case of foreigners) or ""self-flagellation"" (in the case of Japanese).",0
Prominent merchant families and private businesses were allowed to occupy industries that were not already government-operated monopolies.,0
"Gary Becker, a contributor to the expansion of economics into new areas, describes the approach he favours as ""combin assumptions of maximizing behaviour, stable preferences, and market equilibrium, used relentlessly and unflinchingly.",0
Italian nationalism was stirred by the outbreak of the war and was initially strongly supported by a variety of political factions.,0
The procedure at Chełmno was slightly different.,0
Nice clean rooms and a spaciousbathroom.,1
"Týr cannot lift it, but Thor manages to roll it, and so with it they leave.",0
Few events in historical research have been as conditioned by political influences as the October Revolution.,0
Morning coffee and biscotti was a nice touch as well as the all you can drink free wine hour in the evening.,1
"I was looking for portability, light weight, and long battery life, which removed a great many manufacturers off my list.",1
it is a 5 min walk to the tube,1
There were two main values that really drove the Industrial Revolution in Britain.,0
Found the staff friendly like the other reviews.,1
"While the uprisings varied in severity, complete uprisings and seizures of the land were not uncommon.",0
"The 1923 Tokyo earthquake killed over 140,000 people.",0
"However, although never in the majority, it was popular in many other countries.",0
"In 1581, the northern provinces adopted the Act of Abjuration, the declaration of independence in which the provinces officially deposed Philip II of Spain as reigning monarch in the northern provinces.",0
"Maid service, perfect no complaints.",1
"For years afterwards, people mourned the dead, the missing, and the many disabled.",0
0,1
"It is very comfortable, easy to drive and park.",1
"Well, located and good service.",1
"As for in, and, out parking, I have seen a lot of San Francisco with no car at all.",1
"It plays music, videos, radio, records.",1
"The British and French magnified the reports and disseminated them at home and in the United States, where they played a major role in dissolving support for Germany.",0
"If you keep in mind that the Camry is a comfort car, you may even enjoy the experience.",1
After almost two months of using my new Eee PC,1
"It is unclear whether Sheshi is mentioned in the Aegyptiaca, a history of Egypt written in the 3rd century BC during the reign of Ptolemy II (283–246 BC) by the Egyptian priest Manetho.",0
"On December 7–8, 1941, Japanese forces carried out surprise attacks on Pearl Harbor, British forces in Malaya, Singapore and Hong Kong and declared war on the United States and the British Empire, bringing the United States and the United Kingdom into World War II in the Pacific.",0
New Zealand occupied German Samoa (later Western Samoa) on 30 August 1914.,0
It is so comfortable and drives perfect.,1
Enclosure of common land and the related agricultural revolution made a supply of this labour readily available.,0
"Doesn't sound too good, but it's nice to have if you need to listen to something right away!",1
"The personalized service always stands out and if we have a problem, it is immediately remedied.",1
They are determined by the sumo elders who are members of the judging division of the Sumo Association.,0
The company also records data on customer buyer behavior which enables them to offer or recommend to an individual specific item or bundles of items based upon preferences demonstrated through purchases or items visited.,0
Land drainage had caused the peat of the former wetlands to reduce to a level that was too low for drainage to be maintained.,0
He was able to figure everything out on his own with very little help and the sound system.,1
PositivesThe staff were friendly and helpful.,1
"I'll see the first black screen, it appears to be starting, and then stays with either a grey or black screen.",1
"What happened is the room was near where the maids came and went so you were always hearing thumps of doors opening and slamming, plus whoever occupied the room next to me was always coming and going well into the night.",1
"Like other reviews, the location of the hotel is great, seconds around the corner from the tube.",1
"Based on George Akerlof's ""Market for Lemons"" article, the paradigm example is of a dodgy second-hand car market.",0
The Council is currently chaired by Senior Advisor to the President Valerie Jarrett.,0
Would no doubt run down the Kindle 2's battery faster.,1
But is impossible to display them and your current position simultaneously.,1
"Immanuel Kant believed a moral imperative requires laws ""be chosen as though they should hold as universal laws of nature"".",0
"The engine, ride and gas mileage is great.",1
I'm positive that future releases will bring the price point down.,1
"The rooms were comparable but I have to admit I loved the Fairmont service, especially the bellhops and front desk.",1
Speed control in response to changing load made direct application of a steam engine to spinning machinery impractical until the invention of the Corliss engine in 1848.,0
I say my start up was cut down by half the previous time,1
"By the 14th century the firearm and cannon could also be found in Europe, India, and the Islamic Middle East, during the early age of gunpowder warfare.",0
"When the book was no longer on that list, the price could change.",1
"I am amazed at how easy the E Ink is on the eyes, the slight shadowing from page to page does not bother me.",1
The unit takes you on weird routes and people don't like the TTS voice.,1
"On 17 July 1918, the Tsar and his family were executed.",0
From a December 2014 survey by the VU University Amsterdam it was concluded that for the first time there are more atheists (25%) than theists (17%) in the Netherlands.,0
"A C either ineffective or not turned on but was just Spring, so room was comfortable cool with window opened for fresh air.",1
"While travelling out of London to any of the popular destinations, food can be pretty expensive.",1
"The performance is great for it's size, remember these are not designed to be speed demons but to be highly portable and cordless for extended periods of time.",1
This is still a subject of debate among some historians.,0
"The location in South Kensington is excellent as the Gloucester Road tube station is just around the corner and is served by 3 main lines,, District, Circle and Piccadilly.",1
"Enver Pasha, supreme commander of the Ottoman armed forces, was ambitious and dreamed of re-conquering central Asia and areas that had been lost to Russia previously.",0
Most Japanese continue to see Japan as a monocultural society.,0
"Despite this, communications problems and questionable command decisions cost Germany the chance of a more decisive outcome.",0
The previous soft seats were replaced with hard cheap ones which are very very uncomfortable and give me back pain.,1
"Japan is a member of the UN, the OECD, the G7, the G8 and the G20—and is considered a great power.",0
but it seems crisp and with more detail.,1
"The Dutch agricultural sector is highly mechanised, and has a strong focus on international exports.",0
"I went for comfort over performance to fit it in my budget so the EX, L with the 4 cyl engine.",1
"On October 11, 2016, Amazon announced plans to build convenience stores and develop curbside pickup locations for food.",0
"I don't think you could do better for location, especuially if you're visiting the city for the first time.",1
"Australia received ₤5,571,720 war reparations, but the direct cost of the war to Australia had been ₤376,993,052, and, by the mid-1930s, repatriation pensions, war gratuities, interest and sinking fund charges were ₤831,280,947.",0
"The popularity of the works of Saikaku, for example, reveals this change in readership and authorship, while Bashō revivified the poetic tradition of the Kokinshū with his haikai (haiku) and wrote the poetic travelogue Oku no Hosomichi.",0
"We arrived at 11 am, but were able to check in with the professional and service, minded staff right away.",1
"The new styling is very upscale, and the interior layout is also impressive and spacious inside.",1
"In the early morning, the military-revolutionary committee planned the last of the locations to be assaulted or seized from its heavily guarded and picketed center in Smolny Palace.",0
I think the reason it didn't is because it wants to force the user to use the Windows Live toolbar that includes other features similar to what Google offers.,1
I DONT,1
Religion in the Netherlands was predominantly Christianity until late into the 20th century.,0
"The Dukes of Burgundy, who ruled the Low Countries in the 15th century, used the term les pays de par deçà (~ the lands over here) for the Low Countries as opposed to les pays de par delà",0
The Dutch have a code of etiquette which governs social behaviour and is considered important.,0
"The Germans estimated the average prisoner's life span in a concentration camp at three months, due to lack of food and clothing, constant epidemics, and frequent punishments for the most minor transgressions.",0
Military tactics developed before World War I failed to keep pace with advances in technology and had become obsolete.,0
I find that the performance is great for my use on just 1GB that comes with it.,1
"Perhaps the misunderstanding was mine, but I find myself once again buying books or borrowing from the Library because of inflated prices for the new releases.",1
Thought that we would be looked after given its rating and the price paid.,1
"Room service food quality was very good but with a $7 tray charge plus 20% service, I then absolutely refuse to tip for delivery.",1
"NO USER REPLACEABLE BATTERY,, Unless you buy the extended warranty for $65.",1
"Fourth, your battery icon stinks.",1
There was not much of a storming of the Winter Palace because the resistance basically did not exist and at 2:10 a.m. on 26 October (8 November new style) 1917 the Red Guards took control of the Winter Palace.,0
"On 15 September 1830, the Liverpool and Manchester Railway was opened, the first inter-city railway in the world and was attended by Prime Minister, the Duke of Wellington.",0
"Toyota made many improvements since 03, including more comfortable front seats, better rear seat room and comfort.",1
"About 13% of all distance is travelled by public transport, the majority of which by train.",0
It is also very easy on the eyes.,1
"Our room was small, but very clean and appeared to be newly decorated.",1
"I test drove and compared similar 4 door sedans like the Maxima, Accord, Mazda6, and noticed that none had all the features,performance,comfort ,safety,and looks that the Camry has.",1
Not sure why hotels don't seem to understand that their guests opinion of the hotel is influenced more by housekeeping services than it is by how ornate the lobby decor is.,1
"The 4, door provides the room we needed, the exterior design keeps the  sedan  from looking boring, the gas mileage is great, the price point was right, and the reliability is terrific.",1
Our room was small and the wooden furniture was badly chipped and marked.,1
Kershaw's assessment faced criticism from historians Otto Dov Kulka and Michael Kater.,0
This was part of the deal for the airfares  ,1
But after I called room service it was promptly fixed.,1
"As of ""The Black Day of the German Army"", the German High Command realised that the war was lost and made attempts to reach a satisfactory end.",0
The area known as Oberland (High country) was in this deictic context considered to begin approximately at the nearby higher located Cologne.,0
"BUT, the external facing rooms can be noisy from traffic, so make sure you request an internal room, facing the courtyard.",1
"In Asia, the Dutch established the Dutch East Indies (now Indonesia), and the only western trading post in Japan, Dejima.",0
3The battery definitely does not last two weeks on mine.,1
and then it's there waiting for you to with all the directions to get you to your destination.,1
"Hotel was Very nicely furnished, staff was Very helpful.",1
"Went for a city break with the family hotel good location harrods 20 mins walk,royal albert hall 10 mins,and under ground around the corner,plenty to see and do around hotel.",1
The service at the breakfast room was ok.,1
The location is ideal for travel all over the city via the Underground.,1
The food and service were both excellent.,1
"To me, this is more important than a user, replaceable battery.",1
[bleah!,1
"Early in his presidency, Obama moved to bolster U.S. troop strength in Afghanistan.",0
"Many strikes were painful events for both sides, the unions and the management.",0
"Song cavalry employed a slew of different weapons, including halberds, swords, bows, spears, and 'fire lances' that discharged a gunpowder blast of flame and shrapnel.",0
Interior exterior quality is very good.,1
"However, the Tuscan Inn has the best of all worlds, great location, all the amenities, excellent staff, nice restaurant adjoining, and very reasonable prices.",1
"He constructed and patented in London a low-lift combined vacuum and pressure water pump, that generated about one horsepower (hp) and was used in numerous water works and in a few mines (hence its ""brand name"", The Miner's Friend).",0
In both instances this could have been avoided if I had just paid attention to the screen which showed the correct road highlighted.,1
"A steam turbine consists of one or more rotors (rotating discs) mounted on a drive shaft, alternating with a series of stators (static discs) fixed to the turbine casing.",0
"He used his power under the Antiquities Act to create 25 new national monuments during his presidency and expand four others, protecting a total of 553,000,000 acres (224,000,000 ha) of federal lands and waters, more than any other U.S. president.",0
"The service staff always left our rooms clean, and even arranged my girlfreinds jewelry for her, untangling her necklaces and earrings from each other, and leaving them evenly placed on the bureau!",1
"In 2013, Germany agreed to provide €772 million to fund nursing care, social services, and medication for 56,000 Holocaust survivors around the world.",0
"Other Jewish scientists, including Gustav Hertz and Erwin Schrödinger, lost their teaching positions and left the country.",0
"Leased in Feb 2008 as a replacement to a Pilot, which had poor gas mileage.",1
"Other notable early legal sociologists included Hugo Sinzheimer, Theodor Geiger, Georges Gurvitch and Leon Petrażycki in Europe, and William Graham Sumner in the U.S.",0
"He then left to attend graduate school on a scholarship at Harvard University, where he earned an M.A. in economics.",0
"It's a huge improvement over my old, full, size laptop in many ways, and the few things that are less than ideal aren't such a big deal.",1
"Obama held assignments on the Senate Committees for Foreign Relations, Environment and Public Works and Veterans' Affairs through December 2006.",0
"In the UK, canals began to be built in the late 18th century to link the major manufacturing centres across the country.",0
Black leather interior is very classy and plastic trim is nice.,1
"Some Chinese soldiers stripped civilians of their clothing in a desperate attempt to blend in, and many others were shot by the Chinese supervisory unit as they tried to flee.",0
The video camera works great and the battery.,1
"Free Wifi in your room, and the free wine reception in the evenings was great.",1
"It used condensing steam to create a vacuum which was used to raise water from below, then it used steam pressure to raise it higher.",0
A major U.S. contribution to industrialization was the development of techniques to make interchangeable parts from metal.,0
Gas mileage at 7500 mi is still around 20 MPG,1
"I was looking for a mid size coupe with style, performance and all season traction capability.",1
One of the best features of this hotel is the LOCATION.,1
"EASY, FUN, SOUND QUALITY, SMALL .",1
"Survivors reported that the U-boat surfaced and ran down the lifeboats, machine-gunning survivors in the water.",0
A woman with this name and title is known from other sources around the time of the Hyksos pharaoh Apophis c. 1570 BC.,0
Hotel is staff is courteous on the most part.,1
"Scholars have raised entirely new questions regarding military occupation, radicalization of politics, race, and the male body.",0
"For those wanting to install Win 7, it works great, no glitches or hiccups, startup is fast, and   less battery loss than vista.",1
"That same afternoon, two small Japanese Navy fleets arrived on both sides of the Yangtze River.",0
We had two rooms with an interconnecting door which was a perfect arrangement and the accessible room had plenty of room for the wheelchair with a big bathroom.,1
Britain turned to her colonies for help in obtaining essential war materials whose supply from traditional sources had become difficult.,0
"By 1929, the Great Depression arrived, causing political chaos throughout the world.",0
"Great hotel, nice location for everything!",1
"The Concertgebouw (completed in 1888) in Amsterdam is home to the Royal Concertgebouw Orchestra, considered one of the world's finest orchestras.",0
"Beer has been brewed in Japan since the late 1800s and is produced in many regions by companies including Asahi Breweries, Kirin Brewery, and Sapporo Brewery – the oldest brand of beer in Japan.",0
"Even if intelligent life occurs on only a minuscule percentage of planets around these stars, there might still be a great number of extant civilizations, and if the percentage were high enough it would produce a significant number of extant civilizations in the Milky Way.",0
"Because Germany was not allowed to take part in the negotiations, the German government issued a protest against what it considered to be unfair demands, and a ""violation of honour"", soon afterwards withdrawing from the proceedings of the peace conference.",0
Great location good but large tourist hotel.,1
"After ample research   I selected the Nuvi 255W for it's abundant features, wider screen and voice communication.",1
"The staff was friendly, courteous and always offering extra help even when I was checking out at 4am to catch a plane.",1
"In conclusion, rooms were small but clean, internet charge was expensive   and reception staff booking system was hopeless.",1
Lewis Paul patented the roller spinning frame and the flyer-and-bobbin system for drawing wool to a more even thickness.,0
"The car is very smooth for a v4, my first, but I thought that the gas mileage should be More about 38, 45.",1
"Place names with Neder (or lage), Nieder, Nether (or low) and Nedre (in Germanic languages) and Bas or Inferior (in Romance languages) are in use in places all over Europe.",0
"Nowhere was this better illustrated than the mills and associated industries of Manchester, nicknamed ""Cottonopolis"", and the world's first industrial city.",0
"For the price of a few hundred used old, fashioned  paperbacks  and free your shelves for figurines or a nice bottle collection!",1
"Upon our arrival, there was a SLIGHT odor in bathroom but nothing worth complaining about.",1
If you are looking for a car that is affordable and well built this is the car for you bad gas mileage.,1
"Local supplies of coal, iron, lead, copper, tin, limestone and water power, resulted in excellent conditions for the development and expansion of industry.",0
This is a good basic hotel which has a terrific location.,1
I hit the page button once and looked left as though I had turned an actual page in a book.,1
"Arkwright and his partners used water power at a factory in Cromford, Derbyshire in 1771, giving the invention its name.",0
Seems kinda silly that they would go right to video and completely neglect photography.,1
"When i checked in, i asked to be shown several rooms and the staff was happy to do so.",1
"The only complaint that I have if you even want to call it that is that the text, to, speech voices sound pretty robotic.",1
"According to the 2015 NHK survey on television viewing in Japan, 79 percent of Japanese watch television every day.",0
"The Provisional Government was arrested and imprisoned in Peter and Paul Fortress after the ministers resigned to fate and surrendered without a fight, and officially overthrown.",0
"However I have noticed, like others, that the new transmission is not that smooth, especially when accelerating from a stop.",1
"Many children were forced to work in relatively bad conditions for much lower pay than their elders, 10–20% of an adult male's wage.",0
Ride seems comfortable and gas mileage fairly good averaging 26 city and 30 open road.,1
"Middle- and upper-class women were confined to an idle domestic existence, supervising servants; lower-class women were forced to take poorly paid jobs.",0
There is a fee for parking but well worth it seeing no where to park if you do have a car.,1
"All, in, all this hotel was a great choice for the price and location.",1
Military strategy and military training were treated as sciences that could be studied and perfected; soldiers were tested in their skills of using weaponry and in their athletic ability.,0
"The restaurant in the hotel, Cafe Pescatore, does the breakfast run for room service, it was adequate but a little overpriced.",1
"For example, the London-based Royal Society of Arts published an illustrated volume of new inventions, as well as papers about them in its annual Transactions.",0
"If production of one good increases along the curve, production of the other good decreases, an inverse relationship.",0
"Speaking of typing, the keyboard is great, almost full size.",1
"My friend and I had one pancakes and syrup, two orange juices, one tea, and one smoked salmon and scrambled egg with english muffin for £8   in total, the same price as one discounted breakfast at the hotel!",1
"Capitalism, therefore, had a negative effect on powerful women.",0
"Economic historian Robert Allen has argued that high wages, cheap capital and very cheap energy in Britain made it the ideal place for the industrial revolution to occur.",0
